fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo,win_loss_ratio
Vugar Karamov,Male,1991-06-18,34.0,Active,,Azerbaijan,Azerbaijan,"5'9""",155,Lightweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vuyisile Colossa,Male,1988-09-03,37.0,Active,,South Africa,South Africa,"5'10""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vy Srey Khouch,Male,1996-05-11,29.0,Active,,Cambodia,Cambodia,"5'6""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vy Srey Chai,Male,1994-02-19,31.0,Active,,Cambodia,Cambodia,"5'7""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vyacheslav Vasilevsky,Male,1988-06-30,37.0,Active,,Russia,Russia,"6'1""",185,Middleweight,20,8,6,6,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,4.0
Waachiim Spiritwolf,Male,1989-07-14,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wade Johnson,Male,1986-03-22,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wade Shipp,Male,1990-09-09,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wagner Campos,Male,1984-08-02,41.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Wagner Prado,Male,1986-02-03,39.0,Active,,Brazil,Brazil,"6'3""",205,Light Heavyweight,11,8,1,2,0,7,4,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.375
Wagner Silva Gomes,Male,1991-10-15,34.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Wagnney Fabiano,Male,1979-01-27,47.0,Active,,Brazil,Brazil,"5'9""",145,Featherweight,17,2,12,3,0,3,0,1,2,0,0,True,False,False,False,False,False,False,False,False,False,4.25
Walel Watson,Male,1984-07-24,41.0,Active,,New Mexico/United States,United States,"5'6""",135,Bantamweight,13,3,6,4,0,11,3,3,5,0,0,True,False,False,False,False,False,False,False,False,False,1.0833333333333333
Wallid Ismail,Male,1969-03-23,56.0,Active,,Brazil,Brazil,"5'10""",185,Middleweight,11,2,8,1,0,6,1,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.5714285714285714
Walt Harris,Male,1983-06-10,42.0,Active,,Alabama/United States,United States,"6'5""",265,Heavyweight,13,11,1,1,0,10,6,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.1818181818181819
Walter Gahadza,Male,1984-06-11,41.0,Active,,Zimbabwe,Zimbabwe,"6'1""",170,Welterweight,8,4,1,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.3333333333333333
Walter Howard,Male,1989-11-03,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Walter Pugliesi,Male,1988-02-09,37.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Walter Smith-Cotito,Male,1991-01-05,35.0,Active,,United States,United States,"5'9""",145,Featherweight,10,3,4,3,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4285714285714286
Wanderlei Silva,Male,1976-07-03,49.0,Active,,Brazil,Brazil,"5'11""",205,Light Heavyweight,35,27,3,5,0,14,8,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.3333333333333335
Wang Wei,Male,1995-09-14,30.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wang Ya Wei,Male,1996-12-11,29.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Wang Hu,Male,1994-05-17,31.0,Active,,China,China,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Waqar Umar,Male,1992-08-01,33.0,Active,,Pakistan,Pakistan,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
War Machine,Male,1981-11-28,44.0,Active,,California/United States,United States,"6'0""",170,Welterweight,14,8,4,2,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.3333333333333335
Warlley Alves,Male,1991-01-01,35.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,14,6,4,4,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Warren Stewart,Male,1991-04-02,34.0,Active,,England/United Kingdom,United Kingdom,"6'0""",185,Middleweight,11,4,1,6,0,8,4,1,3,0,0,True,False,False,False,False,False,False,False,False,False,1.2222222222222223
Watsyapinya Kaewkhong,Male,1993-06-11,32.0,Active,,Thailand,Thailand,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Waylon Bronstrup,Male,1987-09-12,38.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Waylon Lowe,Male,1990-03-21,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wayman Carter,Male,1986-01-19,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wayne Cole,Male,1988-04-02,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Weber Almeida,Male,1992-05-28,33.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Wei Xie,Male,1996-02-14,29.0,Active,,China,China,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Weili Zhang,Female,1989-08-13,36.0,Active,,China,China,"5'4""",115,Strawweight,25,11,8,6,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,6.25
Wellington Turman,Male,1996-12-03,29.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,17,7,6,4,0,8,3,3,2,0,0,True,False,False,False,False,False,False,False,False,False,1.8888888888888888
Wendell de Oliveira Marques,Male,1987-10-09,38.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Wendle Lewis,Male,1988-06-17,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wes Albritton,Male,1984-09-22,41.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wes Combs,Male,1990-02-11,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wes Sims,Male,1977-01-18,49.0,Active,,Ohio/United States,United States,"6'3""",265,Heavyweight,23,10,6,7,0,14,7,4,3,0,0,True,False,False,False,False,False,False,False,False,False,1.5333333333333334
Wesley Correira,Male,1987-07-29,38.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Westin Wilson,Male,1992-04-12,33.0,Active,,Colorado/United States,United States,"6'1""",185,Middleweight,16,6,5,5,0,7,3,2,2,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Whitney Jean-Francois,Male,1994-09-04,31.0,Active,,United States,United States,"5'5""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Wilker Barros,Male,1991-02-18,34.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Will Brooks,Male,1986-05-30,39.0,Active,,Illinois/United States,United States,"5'11""",155,Lightweight,22,9,4,9,0,7,2,1,4,0,0,True,False,False,False,False,False,False,False,False,False,2.75
Will Campuzano,Male,1989-11-06,36.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Chope,Male,1990-06-18,35.0,Active,,Texas/United States,United States,"6'1""",145,Featherweight,39,10,21,8,0,14,5,4,5,0,0,True,False,False,False,False,False,False,False,False,False,2.6
Will Fleury,Male,1990-08-17,35.0,Active,,Ireland,Ireland,"6'3""",205,Light Heavyweight,9,6,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.25
Will Florentino,Male,1988-03-14,37.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Johnson,Male,1991-10-09,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Lavine,Male,1993-01-27,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Martinez,Male,1989-06-11,36.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Morris,Male,1990-12-19,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Noland,Male,1987-04-03,38.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Romero,Male,1985-08-22,40.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Will Smith,Male,1988-02-14,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Willamy Freire,Male,1984-01-01,42.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,16,6,3,7,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,2.2857142857142856
William Joplin,Male,1990-06-08,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
William Knight,Male,1987-09-19,38.0,Active,,Connecticut/United States,United States,"5'10""",205,Light Heavyweight,11,8,1,2,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
William Kuhn,Male,1986-04-14,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
William Macario,Male,1984-02-02,41.0,Active,,Brazil,Brazil,"6'0""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
William Penn,Male,1989-10-06,36.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
William Richey,Male,1988-12-11,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
William Sriyapai,Male,1994-04-21,31.0,Active,,Thailand,Thailand,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Willian de Souza,Male,1990-01-19,36.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Willie Gates,Male,1985-07-03,40.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Willie Whitehead,Male,1988-05-27,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Willis Ben Sergent,Male,1991-11-02,34.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Willy Ni,Male,1996-08-14,29.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wilson Gouveia,Male,1978-01-12,48.0,Active,,Brazil,Brazil,"6'2""",185,Middleweight,21,13,4,4,0,13,6,3,4,0,0,True,False,False,False,False,False,False,False,False,False,1.5
Wilson Reis,Male,1985-01-06,41.0,Active,,Brazil,Brazil,"5'6""",125,Flyweight,22,6,8,8,0,7,1,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.75
Witchyakorn Niamthanom,Male,1996-03-09,29.0,Active,,Thailand,Thailand,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Woon Kyoum Kim,Male,1991-12-02,34.0,Active,,South Korea,South Korea,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wu Ting Shen,Male,1995-10-06,30.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wuliji Buren,Male,1996-04-18,29.0,Active,,China,China,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wusaierbabai Aiyiken,Male,1995-07-11,30.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Wyatt Meyer,Male,1991-01-22,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Xavier Foupa-Pokam,Male,1985-01-09,41.0,Active,,Cameroon,Cameroon,"6'0""",185,Middleweight,12,6,2,4,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Xavier Siller,Male,1992-08-14,33.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Xialian Yang,Male,1996-05-18,29.0,Active,,China,China,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xian Ji,Male,1994-02-06,31.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xiao Tong Zhao,Male,1997-01-12,29.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xiaohong Xie,Male,1995-06-22,30.0,Active,,China,China,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Xiaoliang Zheng,Male,1993-09-03,32.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xiaonan Yan,Male,1989-06-13,36.0,Active,,China,China,"5'5""",115,Strawweight,17,6,2,9,0,5,1,1,3,0,0,True,False,False,False,False,False,False,False,False,False,2.8333333333333335
Xiaoyang Liu,Male,1996-11-02,29.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xiatiha Zhumatai,Male,1998-03-21,27.0,Active,,China,China,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Xie Bin,Male,1994-03-11,31.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xie Xiaoxiang,Male,1996-06-22,29.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xing Yu Ma,Male,1995-09-14,30.0,Active,,China,China,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Xiong Xiong Cai,Male,1993-02-18,32.0,Active,,China,China,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Xu Hong Xi,Male,1992-11-03,33.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Xudong Ma,Male,1994-07-26,31.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Xuewen Peng,Male,1996-04-12,29.0,Active,,China,China,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Yadong Song,Male,1997-12-02,28.0,Active,,China,China,"5'8""",135,Bantamweight,21,10,3,8,0,7,2,1,4,0,0,True,False,False,False,False,False,False,False,False,False,2.625
Yafei Zhao,Male,1995-08-19,30.0,Active,,China,China,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Yago Bryan Farias de Morais,Male,1994-01-11,32.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Yahir Reyes,Male,1993-03-09,32.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Yair Moguel,Male,1991-07-18,34.0,Active,,Mexico,Mexico,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Yair Rodriguez,Male,1992-01-06,34.0,Active,,Mexico,Mexico,"5'11""",145,Featherweight,19,8,5,6,0,4,1,1,2,0,0,True,False,False,False,False,True,False,False,False,False,3.8
Yan Naing Aung,Male,1996-10-04,29.0,Active,,Myanmar,Myanmar,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Yan Cabral,Male,1988-01-22,38.0,Active,,Brazil,Brazil,"6'2""",170,Welterweight,13,1,8,4,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.6
Yana Kunitskaya,Female,1989-01-11,37.0,Active,,Russia,Russia,"5'6""",135,Bantamweight,14,3,4,7,0,7,2,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.75
Yancy Medeiros,Male,1987-10-07,38.0,Active,,Hawaii/United States,United States,"5'10""",155,Lightweight,15,8,2,5,0,9,3,1,5,0,0,True,False,False,False,False,False,False,False,False,False,1.5
Yang Fei,Male,1993-05-17,32.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Yannick Bahati,Male,1992-12-04,33.0,Active,,England/United Kingdom,United Kingdom,"6'1""",205,Light Heavyweight,9,7,1,1,0,5,3,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.5
Yanwei Xu,Male,1995-09-08,30.0,Active,,China,China,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Yanzhao Gui,Male,1994-11-26,31.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Yaotzin Meza,Male,1992-04-22,33.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
